age;job;balance;loan;marital;education;default;housing;contact;campaign;deposit
38;management;NA;no;single;tertiary;no;yes;unknown;1;no
31;management;18;no;single;tertiary;no;no;cellular;2;no
52;NA;1724;no;married;primary;no;no;cellular;1;no
28;blue-collar;NA;no;single;secondary;no;yes;cellular;1;no
51;blue-collar;0;no;married;unknown;no;no;unknown;7;no
32;technician;367;no;married;secondary;no;yes;cellular;2;no
52;entrepreneur;105;yes;divorced;secondary;no;no;telephone;4;no
23;blue-collar;537;no;single;secondary;no;yes;cellular;1;no
51;management;0;yes;married;tertiary;yes;no;cellular;6;no
49;services;653;no;married;secondary;no;no;cellular;2;no
37;self-employed;NA;yes;married;secondary;no;no;cellular;15;no
32;management;1434;no;single;tertiary;no;no;cellular;3;no
32;management;1683;yes;married;tertiary;no;yes;cellular;2;no
56;services;530;no;married;secondary;no;yes;unknown;7;no
49;technician;-287;no;married;unknown;no;yes;unknown;1;no
49;management;271;no;married;tertiary;no;yes;cellular;6;no
53;management;1945;no;married;tertiary;no;no;telephone;7;no
32;admin.;57;yes;married;secondary;no;no;cellular;2;no
60;retired;5632;no;married;secondary;no;yes;cellular;7;no
40;NA;750;yes;married;secondary;no;yes;cellular;1;no
41;services;3992;no;married;secondary;no;yes;telephone;2;no
55;blue-collar;11;no;married;primary;no;no;unknown;2;no
NA;management;383;no;single;tertiary;no;yes;cellular;1;no
49;blue-collar;598;no;married;secondary;no;yes;cellular;6;no
26;NA;3178;no;single;tertiary;no;no;cellular;1;no
56;management;505;no;divorced;tertiary;no;no;cellular;2;no
27;NA;73;no;single;tertiary;no;no;cellular;1;no
55;unemployed;1436;no;married;secondary;no;yes;cellular;2;no
55;technician;264;no;divorced;tertiary;no;yes;unknown;2;no
26;management;1720;no;single;tertiary;no;no;cellular;1;no
34;technician;-25;no;married;secondary;no;no;cellular;1;no
38;housemaid;634;no;married;secondary;no;no;unknown;4;no
88;retired;648;no;married;primary;no;no;telephone;1;no
38;admin.;0;no;married;secondary;no;yes;telephone;8;no
44;technician;314;no;divorced;secondary;no;yes;unknown;1;no
43;admin.;2;yes;married;secondary;no;yes;cellular;1;no
48;blue-collar;2677;no;divorced;primary;no;no;unknown;3;no
35;admin.;855;no;single;secondary;no;yes;unknown;3;no
49;NA;411;no;married;tertiary;no;no;telephone;6;no
33;unemployed;NA;no;single;tertiary;no;no;telephone;2;no
77;unknown;397;no;married;unknown;no;no;telephone;1;no
56;housemaid;61;NA;divorced;primary;no;no;cellular;1;no
33;admin.;177;no;married;secondary;no;yes;cellular;1;no
44;admin.;985;NA;single;secondary;no;yes;cellular;7;no
40;admin.;767;no;married;secondary;no;yes;cellular;1;no
NA;blue-collar;496;yes;divorced;secondary;no;no;cellular;4;no
31;management;459;no;married;tertiary;no;no;cellular;14;no
42;services;1340;yes;married;unknown;no;no;cellular;5;no
45;entrepreneur;1187;yes;divorced;secondary;no;no;cellular;1;no
38;admin.;4023;no;single;secondary;no;no;unknown;2;no
32;admin.;184;no;single;secondary;no;yes;unknown;4;no
35;management;688;no;single;tertiary;no;no;cellular;1;no
70;retired;2064;no;married;secondary;no;no;cellular;1;no
41;technician;862;NA;married;secondary;no;no;cellular;2;no
27;blue-collar;137;NA;single;secondary;no;no;cellular;1;no
56;entrepreneur;51439;yes;married;tertiary;no;no;cellular;1;no
59;NA;893;no;divorced;tertiary;no;yes;cellular;4;no
31;management;607;no;married;tertiary;no;no;cellular;5;no
59;retired;5521;yes;married;primary;no;yes;unknown;1;no
32;management;1966;no;single;tertiary;no;no;cellular;3;no
37;technician;363;no;single;secondary;no;yes;cellular;4;no
59;retired;-49;no;divorced;unknown;no;yes;unknown;2;no
51;technician;1533;no;married;tertiary;no;no;unknown;2;no
42;blue-collar;250;no;married;primary;no;yes;unknown;16;no
38;admin.;407;yes;divorced;secondary;no;yes;cellular;1;no
35;NA;NA;no;divorced;secondary;no;yes;cellular;4;no
42;blue-collar;NA;yes;married;primary;no;yes;cellular;2;no
43;technician;1017;no;single;tertiary;no;yes;unknown;2;no
31;management;2652;no;married;tertiary;no;no;cellular;9;no
56;blue-collar;NA;yes;married;primary;no;no;cellular;7;no
43;management;0;no;married;tertiary;no;yes;cellular;3;no
39;management;0;no;married;tertiary;no;no;cellular;2;no
52;blue-collar;665;no;married;secondary;no;yes;unknown;4;no
32;services;-1139;no;single;secondary;no;yes;cellular;1;no
37;self-employed;3396;no;married;secondary;no;no;cellular;6;no
35;entrepreneur;542;yes;married;tertiary;no;yes;unknown;5;no
39;services;1957;yes;divorced;secondary;no;yes;cellular;1;no
44;self-employed;304;no;married;secondary;no;yes;telephone;5;no
41;entrepreneur;353;no;married;secondary;no;no;cellular;2;no
26;student;13107;no;single;tertiary;no;yes;cellular;2;no
50;admin.;1138;yes;married;secondary;no;yes;cellular;8;no
33;technician;0;NA;married;secondary;no;yes;cellular;2;no
26;services;199;no;married;secondary;no;no;cellular;6;no
31;admin.;383;yes;single;tertiary;no;no;cellular;1;no
56;admin.;0;yes;divorced;primary;no;no;cellular;1;no
40;blue-collar;1844;no;married;secondary;no;yes;cellular;1;no
27;technician;42;no;single;secondary;no;no;cellular;1;no
41;technician;1788;no;married;secondary;no;no;cellular;1;no
78;retired;680;no;married;primary;no;no;telephone;1;no
60;housemaid;517;no;married;primary;no;no;unknown;3;no
46;management;3;no;married;tertiary;no;no;cellular;4;no
25;blue-collar;17;no;single;primary;no;yes;unknown;2;no
30;management;-328;no;married;tertiary;no;yes;unknown;5;no
37;self-employed;1513;no;divorced;tertiary;no;no;unknown;1;no
45;blue-collar;603;no;married;secondary;no;no;cellular;1;no
31;management;307;no;single;tertiary;no;no;cellular;2;no
35;technician;22;no;married;tertiary;no;no;cellular;1;no
47;management;0;no;married;tertiary;no;no;unknown;2;no
55;services;NA;no;married;secondary;no;yes;unknown;1;no
28;NA;5215;no;single;tertiary;no;no;cellular;1;no
37;blue-collar;847;no;single;secondary;no;no;unknown;1;no
34;student;5827;no;single;unknown;no;no;cellular;2;no
45;blue-collar;0;NA;single;secondary;no;yes;cellular;1;no
35;blue-collar;-759;no;single;primary;no;yes;cellular;2;no
32;technician;267;no;divorced;tertiary;no;no;cellular;1;no
26;NA;2503;no;single;unknown;no;no;cellular;1;no
47;blue-collar;3630;no;married;secondary;no;yes;unknown;4;no
33;technician;218;yes;married;secondary;no;yes;telephone;4;no
42;management;1146;no;single;tertiary;no;yes;unknown;2;no
31;unemployed;167;no;single;unknown;no;no;cellular;1;no
30;blue-collar;447;no;single;secondary;yes;no;cellular;2;no
40;management;10378;no;single;secondary;no;yes;cellular;3;no
52;management;-2712;yes;married;tertiary;no;yes;cellular;1;no
48;admin.;191;no;married;secondary;no;yes;cellular;3;no
36;blue-collar;17;no;divorced;primary;no;yes;cellular;1;no
36;NA;2235;no;single;secondary;no;yes;cellular;2;no
47;blue-collar;292;yes;married;primary;no;no;telephone;3;no
31;technician;NA;no;single;secondary;no;no;cellular;2;no
60;retired;364;no;married;primary;no;yes;unknown;2;no
49;blue-collar;30;no;married;secondary;no;yes;unknown;4;no
41;NA;335;no;married;secondary;no;no;cellular;3;no
67;management;1287;no;married;secondary;no;no;cellular;1;no
35;NA;128;NA;married;secondary;no;no;cellular;1;no
34;NA;133;no;married;tertiary;no;yes;unknown;1;no
49;technician;-888;yes;married;tertiary;no;no;cellular;1;no
33;management;280;yes;divorced;tertiary;yes;no;cellular;1;no
37;blue-collar;719;no;divorced;secondary;no;yes;cellular;1;no
29;NA;1261;no;single;secondary;no;no;cellular;1;no
53;housemaid;1903;NA;married;primary;no;no;unknown;1;no
36;technician;202;no;married;tertiary;no;no;cellular;1;no
54;unknown;390;NA;married;unknown;no;no;cellular;5;no
NA;blue-collar;103;no;divorced;unknown;no;yes;cellular;3;no
38;blue-collar;362;NA;married;primary;no;yes;unknown;5;no
50;blue-collar;907;yes;married;secondary;no;no;cellular;1;no
50;entrepreneur;199;no;married;primary;no;no;cellular;2;no
35;NA;4943;no;married;tertiary;no;yes;cellular;1;no
35;management;6659;no;single;tertiary;no;yes;unknown;1;no
51;retired;730;no;single;tertiary;no;yes;unknown;2;no
34;technician;664;yes;single;secondary;no;yes;cellular;2;no
28;blue-collar;442;no;single;primary;no;no;cellular;2;no
57;management;7162;no;married;secondary;no;no;cellular;1;no
38;entrepreneur;61;yes;married;secondary;no;yes;unknown;5;no
41;retired;2579;no;single;primary;no;no;cellular;1;no
38;blue-collar;1583;no;single;primary;no;yes;cellular;1;no
54;technician;224;no;single;secondary;no;no;cellular;2;no
52;technician;851;no;married;secondary;no;no;unknown;2;no
35;housemaid;2880;no;married;tertiary;no;no;cellular;1;no
40;NA;1597;no;married;secondary;no;yes;unknown;1;no
33;NA;0;no;divorced;tertiary;no;yes;cellular;1;no
35;management;771;yes;divorced;tertiary;no;yes;cellular;5;no
41;management;30;no;married;tertiary;no;no;cellular;7;no
33;technician;346;yes;married;secondary;no;yes;cellular;1;no
25;admin.;184;yes;single;secondary;no;no;telephone;7;no
34;management;580;no;married;tertiary;no;yes;cellular;1;no
28;blue-collar;913;no;single;unknown;no;yes;unknown;2;no
41;admin.;1967;no;divorced;secondary;no;yes;cellular;1;no
29;student;2929;no;single;unknown;no;no;cellular;1;no
38;technician;103;no;single;secondary;no;yes;cellular;1;no
39;blue-collar;661;no;married;secondary;no;yes;cellular;4;no
58;retired;19;yes;married;secondary;no;no;cellular;3;no
36;self-employed;258;no;single;tertiary;no;no;cellular;1;no
46;management;361;no;divorced;secondary;no;yes;unknown;7;no
NA;management;1898;yes;married;secondary;no;yes;unknown;1;no
59;management;0;no;divorced;tertiary;no;no;telephone;3;no
36;technician;3579;no;married;secondary;no;no;cellular;2;no
34;housemaid;1265;no;married;tertiary;no;yes;unknown;3;no
NA;technician;940;no;single;tertiary;no;yes;cellular;1;no
39;blue-collar;NA;yes;married;secondary;no;yes;cellular;1;no
32;self-employed;1464;no;married;tertiary;no;no;telephone;2;no
29;services;3748;NA;married;secondary;no;no;cellular;3;no
53;technician;6839;no;married;primary;no;yes;cellular;1;no
29;blue-collar;-235;no;married;primary;no;yes;cellular;1;no
44;management;12;no;single;tertiary;yes;yes;cellular;2;no
28;student;61;no;single;tertiary;no;yes;cellular;8;no
37;technician;0;no;married;tertiary;no;no;cellular;1;no
45;management;6269;no;divorced;tertiary;no;yes;cellular;2;no
39;blue-collar;142;yes;married;secondary;no;no;cellular;4;no
34;services;24;no;married;secondary;no;yes;unknown;1;no
32;NA;NA;no;married;unknown;no;yes;cellular;2;no
40;services;2346;no;married;secondary;no;no;unknown;3;no
30;technician;133;no;single;secondary;no;yes;cellular;2;no
55;management;16786;no;married;tertiary;no;no;cellular;1;no
50;management;400;no;married;tertiary;no;no;cellular;2;no
45;admin.;2033;no;married;unknown;no;no;cellular;4;no
54;management;1938;no;married;tertiary;no;yes;telephone;7;no
37;NA;0;no;married;secondary;yes;no;unknown;1;no
40;entrepreneur;-164;no;married;tertiary;no;no;cellular;1;no
39;management;1241;no;married;tertiary;no;yes;cellular;2;no
59;entrepreneur;0;no;married;primary;no;no;unknown;1;no
40;technician;214;no;married;secondary;no;no;cellular;6;no
48;management;399;yes;single;tertiary;no;no;cellular;1;no
73;retired;1388;NA;married;primary;no;no;cellular;3;no
28;self-employed;805;no;single;tertiary;no;no;cellular;5;no
50;services;1716;no;single;secondary;no;yes;cellular;1;no
35;unemployed;2228;no;married;secondary;no;no;unknown;2;no
45;services;1515;no;single;secondary;no;no;unknown;4;no
51;self-employed;44;yes;married;secondary;no;yes;telephone;1;no
NA;admin.;683;no;single;primary;no;no;cellular;1;no
NA;blue-collar;-473;no;divorced;unknown;no;yes;cellular;1;no
54;services;4482;NA;married;secondary;no;yes;unknown;2;no
35;blue-collar;911;no;married;secondary;no;yes;cellular;2;no
74;retired;3771;no;married;secondary;no;no;telephone;1;no
32;technician;1119;no;married;secondary;no;no;cellular;2;no
56;NA;-6;no;married;tertiary;no;no;telephone;16;no
NA;retired;-663;no;divorced;secondary;no;yes;cellular;1;no
33;blue-collar;686;yes;married;secondary;no;yes;telephone;6;no
44;blue-collar;112;no;married;primary;no;yes;unknown;2;no
30;admin.;83;yes;divorced;secondary;no;yes;unknown;1;no
48;blue-collar;418;no;married;primary;no;yes;unknown;3;no
38;management;3840;yes;married;secondary;no;yes;cellular;1;no
26;management;7628;no;single;tertiary;no;no;cellular;1;no
24;blue-collar;-10;no;single;secondary;no;yes;unknown;1;no
28;management;3;NA;married;secondary;no;yes;cellular;2;no
55;management;1433;no;married;tertiary;no;no;unknown;3;no
40;technician;0;yes;married;secondary;no;yes;cellular;2;no
39;management;756;no;married;tertiary;no;yes;unknown;1;no
43;services;313;no;divorced;secondary;no;yes;cellular;2;no
32;blue-collar;4996;no;married;secondary;no;yes;unknown;2;no
35;blue-collar;74;no;married;secondary;no;no;cellular;2;no
53;technician;431;no;married;tertiary;no;yes;cellular;1;no
44;unemployed;522;no;divorced;secondary;no;no;cellular;1;no
42;housemaid;NA;yes;married;primary;no;no;cellular;2;no
59;retired;1296;no;married;tertiary;no;no;cellular;11;no
32;blue-collar;NA;no;single;secondary;no;yes;unknown;2;no
47;blue-collar;2128;no;married;secondary;no;yes;telephone;1;no
30;management;NA;no;single;secondary;no;yes;cellular;1;no
38;NA;1019;no;single;secondary;no;yes;cellular;1;no
NA;blue-collar;1780;yes;single;primary;no;no;unknown;1;no
34;management;431;NA;single;tertiary;no;no;cellular;1;no
33;technician;8097;yes;single;tertiary;no;no;cellular;2;no
27;unemployed;0;no;single;secondary;no;yes;cellular;6;no
39;blue-collar;138;no;married;secondary;no;no;unknown;2;no
38;blue-collar;292;yes;married;secondary;no;yes;unknown;2;no
55;services;606;yes;married;tertiary;no;no;cellular;2;no
59;blue-collar;0;no;married;secondary;no;yes;unknown;1;no
37;management;26;no;married;tertiary;no;no;cellular;7;no
38;services;322;no;single;secondary;no;yes;unknown;1;no
20;admin.;NA;yes;single;secondary;no;no;cellular;1;no
51;entrepreneur;36935;NA;married;tertiary;no;yes;cellular;1;no
48;admin.;0;NA;married;unknown;no;yes;cellular;1;no
36;management;NA;no;married;tertiary;no;yes;cellular;1;no
30;management;2;no;single;tertiary;no;no;cellular;21;no
45;management;NA;no;married;tertiary;no;yes;cellular;2;no
31;blue-collar;1125;yes;divorced;secondary;no;no;unknown;1;no
40;technician;503;no;married;secondary;no;yes;unknown;3;no
58;entrepreneur;2920;NA;married;tertiary;no;yes;unknown;1;no
35;blue-collar;4319;no;married;primary;no;no;cellular;1;no
42;NA;0;no;married;tertiary;no;no;cellular;3;no
48;blue-collar;1080;no;married;primary;no;yes;cellular;2;no
52;technician;36;no;single;secondary;no;yes;unknown;1;no
30;services;803;no;single;tertiary;no;no;cellular;1;no
43;blue-collar;8;no;married;primary;no;no;telephone;5;no
43;blue-collar;NA;no;married;secondary;no;no;cellular;1;no
30;management;3410;no;single;tertiary;no;yes;cellular;1;no
46;technician;605;no;married;unknown;no;yes;cellular;2;no
43;entrepreneur;13342;no;married;tertiary;no;yes;cellular;1;no
36;admin.;NA;no;married;tertiary;no;yes;cellular;1;no
42;management;559;no;married;tertiary;no;no;cellular;1;no
41;blue-collar;4910;no;married;secondary;no;yes;cellular;1;no
50;management;4527;no;single;secondary;no;yes;cellular;1;no
25;NA;-221;no;single;primary;no;yes;unknown;1;no
36;management;242;no;married;tertiary;no;yes;cellular;1;no
59;retired;20;no;divorced;primary;no;no;cellular;1;no
50;admin.;797;no;divorced;secondary;no;yes;telephone;8;no
45;management;321;no;married;primary;no;yes;cellular;4;no
NA;entrepreneur;313;no;married;tertiary;no;yes;cellular;2;no
54;technician;136;yes;divorced;secondary;no;no;cellular;4;no
33;admin.;0;yes;married;secondary;no;yes;cellular;1;no
67;technician;0;no;married;secondary;no;no;cellular;2;no
31;admin.;54;no;married;secondary;no;yes;cellular;1;no
59;blue-collar;0;yes;divorced;secondary;no;no;cellular;4;no
28;admin.;373;no;single;tertiary;no;yes;cellular;1;no
58;management;577;no;divorced;tertiary;no;no;unknown;3;no
30;NA;0;no;divorced;secondary;no;no;cellular;1;no
53;retired;1296;NA;married;secondary;no;yes;unknown;1;no
51;unknown;2642;no;married;unknown;no;no;cellular;6;no
47;blue-collar;3237;no;married;secondary;no;yes;unknown;3;no
30;management;1191;no;single;tertiary;no;no;cellular;4;no
38;management;2278;NA;married;tertiary;no;yes;cellular;1;no
53;technician;-165;no;single;secondary;no;yes;cellular;1;no
59;retired;178;no;married;unknown;no;yes;telephone;2;no
NA;unemployed;209;NA;married;tertiary;no;no;unknown;1;no
36;self-employed;3560;no;single;tertiary;no;no;unknown;2;no
42;blue-collar;490;no;married;secondary;no;yes;unknown;2;no
NA;technician;3499;no;single;secondary;no;yes;unknown;3;no
38;unemployed;995;no;married;secondary;no;no;unknown;1;no
47;management;1128;no;married;unknown;no;no;cellular;2;no
30;self-employed;163;no;married;tertiary;no;yes;cellular;1;no
42;entrepreneur;103;no;single;primary;no;yes;unknown;5;no
34;management;70;no;divorced;tertiary;no;yes;unknown;1;no
29;services;191;no;married;secondary;no;yes;cellular;1;no
49;management;1601;no;married;secondary;no;no;cellular;5;no
